x,y
3346057,4954382
3346057,1528371
3231470,5933666
3231470,549087
6130836,4332436
6130836,2150317
3456876,5982937
3456876,499816
346842,5863025
346842,619728
3594330,588068
3594330,5894685
5550269,5447323
5550269,1035430
5450088,2706399
5450088,3776354
4011912,3024631
4011912,3458122
5502351,1810359
5502351,4672394
5892836,5200457
5892836,1282296
4331326,1605225
4331326,4877528
2238718,2788879
2238718,3693874
746612,5026746
746612,1456007
2905157,5944573
2905157,538180
2125048,7465
2125048,6475288
1431755,2882365
1431755,3600388
1668889,35791
1668889,6446962
799753,1124199
799753,5358554
5830551,5334589
5830551,1148164
4061935,6102319
4061935,380434
759339,3388689
759339,3094064
5478148,1804599
5478148,4678154
5623748,1685835
5623748,4796918
4690093,1127397
4690093,5355356
4941982,4505795
4941982,1976958
2063148,2054067
2063148,4428686
1242131,4985875
1242131,1496878
822240,4228273
822240,2254480
915302,702992
915302,5779761
3113289,2890656
3113289,3592097
2537550,4312968
2537550,2169785
5520677,4859002
5520677,1623751
6425074,3180556
6425074,3302197
4727708,5457699
4727708,1025054
1681830,6310243
1681830,172510
843011,2699133
843011,3783620
4751484,1016421
4751484,5466332
5029303,2541618
5029303,3941135
5656606,6052430
5656606,430323
3587350,2796206
3587350,3686547
5637795,4347916
5637795,2134837
5865284,5222372
5865284,1260381
684148,5231324
684148,1251429
164841,5551189
164841,931564
5337774,2725819
5337774,3756934
2247899,90339
2247899,6392414
3827754,6482162
3827754,591
6228704,5213823
6228704,1268930
5527579,1122644
5527579,5360109
3068010,5480561
3068010,1002192
3998061,39038
3998061,6443715
5484986,1309054
5484986,5173699
4085102,2406503
4085102,4076250
4128950,5770106
4128950,712647
3318457,1853158
3318457,4629595
2880781,4366880
2880781,2115873
5969374,1142164
5969374,5340589
3135852,4225254
3135852,2257499
571121,5614275
571121,868478
6185798,5978630
6185798,504123
3525014,3544497
3525014,2938256
3981638,6140376
3981638,342377
2291675,6380055
2291675,102698
5495110,1611454
5495110,4871299
958820,5311480
958820,1171273
6463349,1159547
6463349,5323206
503478,109231
503478,6373522
1530227,5772304
1530227,710449
986746,2375282
986746,4107471
5380135,3945485
5380135,2537268
2957879,4621354
2957879,1861399
1743179,1013365
1743179,5469388
5395239,6259707
5395239,223046
2201935,3565613
2201935,2917140
1980476,2658972
1980476,3823781
1142695,5355438
1142695,1127315
2299628,2684239
2299628,3798514
631009,256513
631009,6226240
783023,4204573
783023,2278180
2849196,950031
2849196,5532722
2052030,630020
2052030,5852733
4476123,5970059
4476123,512694
913072,3230195
913072,3252558
3858601,1829747
3858601,4653006
1421964,6241319
1421964,241434
4673126,4044662
4673126,2438091
915830,5659003
915830,823750
988218,6072979
988218,409774
750973,1496665
750973,4986088
1016671,5273841
1016671,1208912
1318558,1568211
1318558,4914542
2335842,3762837
2335842,2719916
808900,1995485
808900,4487268
4973757,974301
4973757,5508452
6305603,4673851
6305603,1808902
4118160,60865
4118160,6421888
2466000,282786
2466000,6199967
4076953,1918187
4076953,4564566
6322453,5626324
6322453,856429
1464272,5560076
1464272,922677
3542538,5108719
3542538,1374034
4933381,2916963
4933381,3565790
4568355,3753494
4568355,2729259
4147120,1442607
4147120,5040146
3256367,243868
3256367,6238885
5806571,900817
5806571,5581936
2008394,2259467
2008394,4223286
2581804,2245468
2581804,4237285
5152903,4113079
5152903,2369674
2011062,2793553
2011062,3689200
3139075,6444674
3139075,38079
5211266,2165436
5211266,4317317
2221758,1372625
2221758,5110128
3520580,1127198
3520580,5355555
1915753,3031639
1915753,3451114
4095790,2149999
4095790,4332754
2896728,6108024
