x,y
55273323,35705400
55273323,51543367
16440091,68367532
16440091,18881235
32613937,36616645
32613937,50632122
30816591,2930848
30816591,84317919
66713688,20255454
66713688,66993313
83184553,31772182
83184553,55476585
57069754,9230328
57069754,78018439
43478178,19425784
43478178,67822983
12326885,70412723
12326885,16836044
40100598,83625282
40100598,3623485
31178031,37999848
31178031,49248919
51031157,43005186
51031157,44243581
61230772,37221640
61230772,50027127
86595233,73751090
86595233,13497677
20571258,37544493
20571258,49704274
64101034,36343420
64101034,50905347
12721544,33113569
12721544,54135198
46467872,47192912
46467872,40055855
63469737,62582901
63469737,24665866
22870865,75703756
22870865,11545011
26884851,60434405
26884851,26814362
32322300,30779342
32322300,56469425
60901757,6041281
60901757,81207486
23522880,19345479
23522880,67903288
65917275,74556587
65917275,12692180
25049261,80110938
25049261,7137829
45428565,20842660
45428565,66406107
61935826,23862635
61935826,63386132
20070610,77064598
20070610,10184169
56367424,64700004
56367424,22548763
19327764,19965771
19327764,67282996
8026022,21045235
8026022,66203532
76042563,79877504
76042563,7371263
78906297,79549929
78906297,7698838
59232153,60957699
59232153,26291068
37910191,74973387
37910191,12275380
65409383,71555338
65409383,15693429
81657346,51188940
81657346,36059827
29132555,31142401
29132555,56106366
34488069,46411914
34488069,40836853
56174053,59445677
56174053,27803090
34105041,31452477
34105041,55796290
5618616,6941200
5618616,80307567
13759425,83222579
13759425,4026188
7374913,87118441
7374913,130326
24587309,61932761
24587309,25316006
62599847,41989789
62599847,45258978
49307062,83878159
49307062,3370608
47104932,57460167
47104932,29788600
39996899,61861654
39996899,25387113
29570513,78307279
29570513,8941488
66146359,42858381
66146359,44390386
86424906,37205527
86424906,50043240
43535262,19388046
43535262,67860721
18718821,86713535
18718821,535232
36198711,49364655
36198711,37884112
82617010,51793598
82617010,35455169
57583480,17048281
57583480,70200486
87147110,46715106
87147110,40533661
39595313,16787921
39595313,70460846
62362913,13711425
62362913,73537342
49137390,63033030
49137390,24215737
19626966,28223862
19626966,59024905
70112765,17228838
70112765,70019929
20965799,76085026
20965799,11163741
29313447,2196612
29313447,85052155
86308741,77661976
86308741,9586791
37488447,82585831
37488447,4662936
7855450,3095384
7855450,84153383
1732335,23298090
1732335,63950677
398869,19500470
398869,67748297
9038533,51050996
9038533,36197771
80026164,29300984
80026164,57947783
68692038,84838953
68692038,2409814
41857812,85400789
41857812,1847978
8803561,85420233
8803561,1828534
61691403,59274003
61691403,27974764
17578374,71524841
17578374,15723926
64447030,52971408
