x,y,Ordre
55273323,35705400,87248034
55273323,51543367,87248034
16440091,68367532,87248034
16440091,18881235,87248034
32613937,36616645,87248034
32613937,50632122,87248034
30816591,2930848,87248034
30816591,84317919,87248034
66713688,20255454,87248034
66713688,66993313,87248034
83184553,31772182,87248034
83184553,55476585,87248034
57069754,9230328,87248034
57069754,78018439,87248034
43478178,19425784,87248034
43478178,67822983,87248034
12326885,70412723,87248034
12326885,16836044,87248034
40100598,83625282,87248034
40100598,3623485,87248034
31178031,37999848,87248034
31178031,49248919,87248034
51031157,43005186,87248034
51031157,44243581,87248034
61230772,37221640,87248034
61230772,50027127,87248034
86595233,73751090,87248034
86595233,13497677,87248034
20571258,37544493,87248034
20571258,49704274,87248034
64101034,36343420,87248034
64101034,50905347,87248034
12721544,33113569,87248034
12721544,54135198,87248034
46467872,47192912,87248034
46467872,40055855,87248034
63469737,62582901,87248034
63469737,24665866,87248034
22870865,75703756,87248034
22870865,11545011,87248034
26884851,60434405,87248034
26884851,26814362,87248034
32322300,30779342,87248034
32322300,56469425,87248034
60901757,6041281,87248034
60901757,81207486,87248034
23522880,19345479,87248034
23522880,67903288,87248034
65917275,74556587,87248034
65917275,12692180,87248034
25049261,80110938,87248034
25049261,7137829,87248034
45428565,20842660,87248034
45428565,66406107,87248034
61935826,23862635,87248034
61935826,63386132,87248034
20070610,77064598,87248034
20070610,10184169,87248034
56367424,64700004,87248034
56367424,22548763,87248034
19327764,19965771,87248034
19327764,67282996,87248034
8026022,21045235,87248034
8026022,66203532,87248034
76042563,79877504,87248034
76042563,7371263,87248034
78906297,79549929,87248034
78906297,7698838,87248034
59232153,60957699,87248034
59232153,26291068,87248034
37910191,74973387,87248034
37910191,12275380,87248034
65409383,71555338,87248034
65409383,15693429,87248034
81657346,51188940,87248034
81657346,36059827,87248034
29132555,31142401,87248034
29132555,56106366,87248034
34488069,46411914,87248034
34488069,40836853,87248034
56174053,59445677,87248034
56174053,27803090,87248034
34105041,31452477,87248034
34105041,55796290,87248034
5618616,6941200,87248034
5618616,80307567,87248034
13759425,83222579,87248034
13759425,4026188,87248034
7374913,87118441,87248034
7374913,130326,87248034
24587309,61932761,87248034
24587309,25316006,87248034
62599847,41989789,87248034
62599847,45258978,87248034
49307062,83878159,87248034
49307062,3370608,87248034
47104932,57460167,87248034
47104932,29788600,87248034
39996899,61861654,87248034
39996899,25387113,87248034
29570513,78307279,87248034
29570513,8941488,87248034
66146359,42858381,87248034
66146359,44390386,87248034
86424906,37205527,87248034
86424906,50043240,87248034
43535262,19388046,87248034
43535262,67860721,87248034
18718821,86713535,87248034
18718821,535232,87248034
36198711,49364655,87248034
36198711,37884112,87248034
82617010,51793598,87248034
82617010,35455169,87248034
57583480,17048281,87248034
57583480,70200486,87248034
87147110,46715106,87248034
87147110,40533661,87248034
39595313,16787921,87248034
39595313,70460846,87248034
62362913,13711425,87248034
62362913,73537342,87248034
49137390,63033030,87248034
49137390,24215737,87248034
19626966,28223862,87248034
19626966,59024905,87248034
70112765,17228838,87248034
70112765,70019929,87248034
20965799,76085026,87248034
20965799,11163741,87248034
29313447,2196612,87248034
29313447,85052155,87248034
86308741,77661976,87248034
86308741,9586791,87248034
37488447,82585831,87248034
37488447,4662936,87248034
7855450,3095384,87248034
7855450,84153383,87248034
1732335,23298090,87248034
1732335,63950677,87248034
398869,19500470,87248034
398869,67748297,87248034
9038533,51050996,87248034
9038533,36197771,87248034
80026164,29300984,87248034
80026164,57947783,87248034
68692038,84838953,87248034
68692038,2409814,87248034
41857812,85400789,87248034
41857812,1847978,87248034
8803561,85420233,87248034
8803561,1828534,87248034
61691403,59274003,87248034
61691403,27974764,87248034
17578374,71524841,87248034
17578374,15723926,87248034
64447030,52971408,87248034
64447030,34277359,87248034
50458712,23730293,87248034
50458712,63518474,87248034
29773493,59042828,87248034
29773493,28205939,87248034
79007868,19239065,87248034
79007868,68009702,87248034
8119139,62561361,87248034
8119139,24687406,87248034
1947624,10508527,87248034
1947624,76740240,87248034
86769060,44672780,87248034
86769060,42575987,87248034
42004610,22306842,87248034
42004610,64941925,87248034
59672901,87042825,87248034
59672901,205942,87248034
8729142,23564309,87248034
8729142,63684458,87248034
5218792,30282572,87248034
5218792,56966195,87248034
80509505,68757354,87248034
80509505,18491413,87248034
61313580,62255879,87248034
61313580,24992888,87248034
28911287,49281803,87248034
28911287,37966964,87248034
21488131,32207322,87248034
21488131,55041445,87248034
34403536,4677818,87248034
34403536,82570949,87248034
76220623,46474108,87248034
76220623,40774659,87248034
51967673,33430073,87248034
51967673,53818694,87248034
80504927,5105822,87248034
80504927,82142945,87248034
23298801,68013514,87248034
23298801,19235253,87248034
75825327,8432050,87248034
75825327,78816717,87248034
56174339,25886502,87248034
56174339,61362265,87248034
33672385,70987891,87248034
33672385,16260876,87248034
26136759,7117274,87248034
26136759,80131493,87248034
73973887,70322223,87248034
73973887,16926544,87248034
59689454,10131633,87248034
59689454,77117134,87248034
20032440,23247935,87248034
20032440,64000832,87248034
25471358,50530402,87248034
25471358,36718365,87248034
76266023,71282972,87248034
76266023,15965795,87248034
37681395,18035276,87248034
37681395,69213491,87248034
50985104,30127717,87248034
50985104,57121050,87248034
27552540,18121931,87248034
27552540,69126836,87248034
34310665,82551781,87248034
34310665,4696986,87248034
14342791,19773168,87248034
14342791,67475599,87248034
3668630,32887072,87248034
3668630,54361695,87248034
55425506,77252252,87248034
55425506,9996515,87248034
68943704,58142155,87248034
68943704,29106612,87248034
48026992,29924000,87248034
48026992,57324767,87248034
74131825,19299774,87248034
74131825,67948993,87248034
79305482,19349858,87248034
79305482,67898909,87248034
84910595,68964747,87248034
84910595,18284020,87248034
36126145,53486264,87248034
36126145,33762503,87248034
56198361,77126172,87248034
56198361,10122595,87248034
84764765,5104097,87248034
84764765,82144670,87248034
35102337,2348198,87248034
35102337,84900569,87248034
73574956,12787744,87248034
73574956,74461023,87248034
82748849,78735395,87248034
82748849,8513372,87248034
57692044,43753340,87248034
57692044,43495427,87248034
72530345,78461445,87248034
72530345,8787322,87248034
14807238,58135302,87248034
14807238,29113465,87248034
53748299,86271394,87248034
53748299,977373,87248034
62951632,67933996,87248034
62951632,19314771,87248034
44208903,64760080,87248034
44208903,22488687,87248034
13182981,60753516,87248034
13182981,26495251,87248034
80769932,44450211,87248034
80769932,42798556,87248034
6650838,8546796,87248034
6650838,78701971,87248034
81052803,81686867,87248034
81052803,5561900,87248034
12846267,86020878,87248034
12846267,1227889,87248034
76160074,57851556,87248034
76160074,29397211,87248034
79284767,17212409,87248034
79284767,70036358,87248034
6115438,25987989,87248034
6115438,61260778,87248034
12472634,52619355,87248034
12472634,34629412,87248034
15256672,74151137,87248034
15256672,13097630,87248034
25303616,68386882,87248034
25303616,18861885,87248034
66138796,55644434,87248034
66138796,31604333,87248034
29067563,84847809,87248034
29067563,2400958,87248034
35663000,4435575,87248034
35663000,82813192,87248034
6586794,20416781,87248034
6586794,66831986,87248034
8131691,53123031,87248034
8131691,34125736,87248034
29711394,64064480,87248034
29711394,23184287,87248034
85510338,7951198,87248034
85510338,79297569,87248034
70585226,35002270,87248034
70585226,52246497,87248034
11247073,47006778,87248034
11247073,40241989,87248034
44188251,3051564,87248034
44188251,84197203,87248034
11460715,66441212,87248034
11460715,20807555,87248034
7214314,45695847,87248034
7214314,41552920,87248034
13846108,12536097,87248034
13846108,74712670,87248034
