x,y,Ordre
859141,5077878,6482121
5854837,1678092,6482121
5854837,4804661,6482121
3513079,918247,6482121
3513079,5564506,6482121
1429215,6242459,6482121
1429215,240294,6482121
266260,4765943,6482121
266260,1716810,6482121
4106155,615817,6482121
4106155,5866936,6482121
914341,3074980,6482121
914341,3407773,6482121
2041216,5682258,6482121
2041216,800495,6482121
498179,143405,6482121
498179,6339348,6482121
3742928,4935739,6482121
3742928,1547014,6482121
4005346,5792511,6482121
4005346,690242,6482121
849766,5616874,6482121
849766,865879,6482121
314579,5290809,6482121
314579,1191944,6482121
6024803,1453360,6482121
6024803,5029393,6482121
242882,656840,6482121
242882,5825913,6482121
4775667,4053320,6482121
4775667,2429433,6482121
1789414,6025339,6482121
1789414,457414,6482121
3610529,4821599,6482121
3610529,1661154,6482121
5313909,2381090,6482121
5313909,4101663,6482121
2773641,405001,6482121
2773641,6077752,6482121
5530735,978689,6482121
5530735,5504064,6482121
5401659,4854063,6482121
5401659,1628690,6482121
5457389,1918114,6482121
5457389,4564639,6482121
3088571,3550631,6482121
3088571,2932122,6482121
2358864,3471851,6482121
2358864,3010902,6482121
4941332,5151442,6482121
4941332,1331311,6482121
6342886,2057290,6482121
6342886,4425463,6482121
2046757,2313942,6482121
2046757,4168811,6482121
2027011,853167,6482121
2027011,5629586,6482121
1981332,1473022,6482121
1981332,5009731,6482121
3692934,726446,6482121
3692934,5756307,6482121
2976027,4688297,6482121
2976027,1794456,6482121
5399124,920337,6482121
5399124,5562416,6482121
1974469,6306104,6482121
1974469,176649,6482121
643538,1655489,6482121
643538,4827264,6482121
4844312,3546012,6482121
4844312,2936741,6482121
6018836,3589824,6482121
6018836,2892929,6482121
4371747,3465794,6482121
4371747,3016959,6482121
4284172,5477125,6482121
4284172,1005628,6482121
6188908,365807,6482121
6188908,6116946,6482121
346248,4330870,6482121
346248,2151883,6482121
1039169,4984076,6482121
1039169,1498677,6482121
5611783,4736546,6482121
5611783,1746207,6482121
3431065,2990514,6482121
3431065,3492239,6482121
3706598,3365535,6482121
3706598,3117218,6482121
2491075,4040763,6482121
2491075,2441990,6482121
5566310,5321206,6482121
5566310,1161547,6482121
4421600,4513742,6482121
4421600,1969011,6482121
3450041,1122295,6482121
3450041,5360458,6482121
870947,1814260,6482121
870947,4668493,6482121
2141984,1391247,6482121
2141984,5091506,6482121
4231333,2414662,6482121
4231333,4068091,6482121
1092396,3217428,6482121
1092396,3265325,6482121
6212249,5079927,6482121
6212249,1402826,6482121
5627824,5521465,6482121
5627824,961288,6482121
2438217,5560357,6482121
2438217,922396,6482121
4101608,1427561,6482121
4101608,5055192,6482121
5633598,3265691,6482121
5633598,3217062,6482121
5581553,744415,6482121
5581553,5738338,6482121
2466193,3581093,6482121
2466193,2901660,6482121
3640600,1254092,6482121
3640600,5228661,6482121
4227681,940099,6482121
4227681,5542654,6482121
6372083,4416459,6482121
6372083,2066294,6482121
4092078,4994544,6482121
4092078,1488209,6482121
978993,1008004,6482121
978993,5474749,6482121
3160509,10764,6482121
3160509,6471989,6482121
5675278,6292951,6482121
5675278,189802,6482121
5319093,6235539,6482121
5319093,247214,6482121
6291583,6084821,6482121
6291583,397932,6482121
4389614,372282,6482121
4389614,6110471,6482121
1696668,286275,6482121
1696668,6196478,6482121
6389241,22497,6482121
6389241,6460256,6482121
765761,5368857,6482121
765761,1113896,6482121
1431271,3220758,6482121
1431271,3261995,6482121
6002643,3152846,6482121
6002643,3329907,6482121
4144940,140988,6482121
4144940,6341765,6482121
3785365,2228889,6482121
3785365,4253864,6482121
3187670,3326761,6482121
3187670,3155992,6482121
5575308,6244143,6482121
5575308,238610,6482121
4116366,2116126,6482121
4116366,4366627,6482121
3250114,2441031,6482121
3250114,4041722,6482121
3358458,4641548,6482121
3358458,1841205,6482121
3706337,780126,6482121
3706337,5702627,6482121
2347665,101666,6482121
2347665,6381087,6482121
3076876,4537499,6482121
3076876,1945254,6482121
2260256,4865265,6482121
2260256,1617488,6482121
1965068,4852410,6482121
1965068,1630343,6482121
2171517,1724082,6482121
2171517,4758671,6482121
1376376,5378789,6482121
1376376,1103964,6482121
3964002,4495006,6482121
3964002,1987747,6482121
2532794,727518,6482121
2532794,5755235,6482121
2655697,3748919,6482121
2655697,2733834,6482121
3570007,2430133,6482121
3570007,4052620,6482121
4550176,3687995,6482121
4550176,2794758,6482121
672130,4695181,6482121
672130,1787572,6482121
4503006,5789919,6482121
4503006,692834,6482121
2628737,259775,6482121
2628737,6222978,6482121
5009042,2240410,6482121
5009042,4242343,6482121
1154192,4996170,6482121
1154192,1486583,6482121
5222839,3654478,6482121
5222839,2828275,6482121
1771825,569422,6482121
1771825,5913331,6482121
1681087,3055177,6482121
1681087,3427576,6482121
6088917,2932510,6482121
6088917,3550243,6482121
5774458,3719093,6482121
5774458,2763660,6482121
4933975,5901176,6482121
4933975,581577,6482121
5145696,1352831,6482121
5145696,5129922,6482121
1625804,5138153,6482121
1625804,1344600,6482121
3031820,4120541,6482121
3031820,2362212,6482121
4291595,130144,6482121
4291595,6352609,6482121
1474674,229455,6482121
1474674,6253298,6482121
2973454,2521158,6482121
2973454,3961595,6482121
1627335,5748052,6482121
1627335,734701,6482121
4703021,1946031,6482121
4703021,4536722,6482121
5822862,3831874,6482121
5822862,2650879,6482121
223961,1121994,6482121
223961,5360759,6482121
3298183,2786135,6482121
3298183,3696618,6482121
1044692,4279432,6482121
1044692,2203321,6482121
6047860,5907870,6482121
6047860,574883,6482121
6244868,5826712,6482121
6244868,656041,6482121
2394093,724476,6482121
2394093,5758277,6482121
5992879,6130402,6482121
5992879,352351,6482121
4431392,6465588,6482121
4431392,17165,6482121
5231048,4538056,6482121
5231048,1944697,6482121
6413816,3359261,6482121
6413816,3123492,6482121
5039501,2747325,6482121
5039501,3735428,6482121
4692914,5375992,6482121
4692914,1106761,6482121
4059638,3651693,6482121
4059638,2831060,6482121
56426,1323914,6482121
56426,5158839,6482121
4840097,4669046,6482121
4840097,1813707,6482121
2603246,456046,6482121
2603246,6026707,6482121
5649059,4745785,6482121
5649059,1736968,6482121
3680267,6175965,6482121
3680267,306788,6482121
3671156,4835604,6482121
3671156,1647149,6482121
4133737,346265,6482121
4133737,6136488,6482121
3005000,1370918,6482121
3005000,5111835,6482121
1827418,5831931,6482121
1827418,650822,6482121
3177928,6021502,6482121
3177928,461251,6482121
983162,892193,6482121
983162,5590560,6482121
1954639,5520732,6482121
1954639,962021,6482121
3389326,927908,6482121
3389326,5554845,6482121
386116,6094608,6482121
386116,388145,6482121
5411488,4228733,6482121
5411488,2254020,6482121
2883374,2951426,6482121
2883374,3531327,6482121
4910469,4283256,6482121
4910469,2199497,6482121
2708030,2091973,6482121
2708030,4390780,6482121
5981373,5352892,6482121
5981373,1129861,6482121
2864688,3274505,6482121
2864688,3208248,6482121
5284748,1516967,6482121
5284748,4965786,6482121
5904508,6274437,6482121
5904508,208316,6482121
5632590,3549047,6482121
5632590,2933706,6482121
957135,1069393,6482121
957135,5413360,6482121
3874234,3136022,6482121
3874234,3346731,6482121
1167449,1257378,6482121
1167449,5225375,6482121
124317,2703745,6482121
124317,3779008,6482121
4991644,1086010,6482121
4991644,5396743,6482121
1075455,5255091,6482121
1075455,1227662,6482121
3799672,5920261,6482121
3799672,562492,6482121
5056192,2328132,6482121
5056192,4154621,6482121
3980565,2042397,6482121
3980565,4440356,6482121
6019142,3632269,6482121
6019142,2850484,6482121
1145112,1413815,6482121
1145112,5068938,6482121
4405388,908943,6482121
4405388,5573810,6482121
1954056,897721,6482121
1954056,5585032,6482121
3031525,1548304,6482121
3031525,4934449,6482121
6236362,739659,6482121
6236362,5743094,6482121
5785343,5679328,6482121
5785343,803425,6482121
2836721,4789965,6482121
2836721,1692788,6482121
5166331,1739678,6482121
5166331,4743075,6482121
2787947,4037587,6482121
2787947,2445166,6482121
1688546,5837342,6482121
1688546,645411,6482121
4990473,6252071,6482121
4990473,230682,6482121
4937606,5899815,6482121
4937606,582938,6482121
898247,5678039,6482121
898247,804714,6482121
2713685,3473303,6482121
2713685,3009450,6482121
2091653,4841237,6482121
2091653,1641516,6482121
4413345,2902947,6482121
4413345,3579806,6482121
3226485,6146516,6482121
3226485,336237,6482121
3585574,2376364,6482121
3585574,4106389,6482121
5980805,4781374,6482121
5980805,1701379,6482121
6079095,4761473,6482121
6079095,1721280,6482121
3357876,2914513,6482121
3357876,3568240,6482121
2327697,4489956,6482121
2327697,1992797,6482121
743346,2608970,6482121
743346,3873783,6482121
1078899,3827383,6482121
1078899,2655370,6482121
1790634,734848,6482121
1790634,5747905,6482121
99219,6323662,6482121
99219,159091,6482121
3174572,4614077,6482121
3174572,1868676,6482121
1193911,2307,6482121
1193911,6480446,6482121
3626819,854750,6482121
3626819,5628003,6482121
406122,2926488,6482121
406122,3556265,6482121
4740751,146761,6482121
4740751,6335992,6482121
3308014,676352,6482121
3308014,5806401,6482121
5775374,312000,6482121
5775374,6170753,6482121
2484672,4091079,6482121
2484672,2391674,6482121
3677987,493375,6482121
3677987,5989378,6482121
2463989,3543724,6482121
2463989,2939029,6482121
1699166,5216677,6482121
1699166,1266076,6482121
1313732,6107525,6482121
1313732,375228,6482121
5450759,4446087,6482121
5450759,2036666,6482121
2982318,6117859,6482121
2982318,364894,6482121
2591614,4149207,6482121
2591614,2333546,6482121
5380809,4627420,6482121
5380809,1855333,6482121
2341610,5363962,6482121
2341610,1118791,6482121
3154178,4815727,6482121
3154178,1667026,6482121
4222723,5443442,6482121
4222723,1039311,6482121
1113553,5877455,6482121
1113553,605298,6482121
369094,2784998,6482121
369094,3697755,6482121
5857088,4374111,6482121
5857088,2108642,6482121
4757840,5116425,6482121
4757840,1366328,6482121
3500983,726545,6482121
3500983,5756208,6482121
3401137,1495925,6482121
3401137,4986828,6482121
5292704,2330991,6482121
5292704,4151762,6482121
4926040,3547377,6482121
4926040,2935376,6482121
2927933,1556761,6482121
2927933,4925992,6482121
429540,3336313,6482121
429540,3146440,6482121
2686579,6300694,6482121
2686579,182059,6482121
2465692,2420265,6482121
2465692,4062488,6482121
770773,3597590,6482121
770773,2885163,6482121
4804899,3355859,6482121
4804899,3126894,6482121
328340,1049935,6482121
328340,5432818,6482121
1774335,5725738,6482121
1774335,757015,6482121
3739877,4566615,6482121
3739877,1916138,6482121
105603,3263224,6482121
105603,3219529,6482121
3184970,4356953,6482121
3184970,2125800,6482121
1913020,2184354,6482121
1913020,4298399,6482121
353653,4156715,6482121
353653,2326038,6482121
3382961,4698776,6482121
3382961,1783977,6482121
3342433,1574360,6482121
3342433,4908393,6482121
2704127,1548911,6482121
2704127,4933842,6482121
4490571,2263273,6482121
4490571,4219480,6482121
3416384,4370602,6482121
3416384,2112151,6482121
1677165,1519858,6482121
1677165,4962895,6482121
1217221,1708979,6482121
1217221,4773774,6482121
3943268,3768590,6482121
3943268,2714163,6482121
2582692,4916811,6482121
2582692,1565942,6482121
2519529,5665787,6482121
2519529,816966,6482121
1271438,5452000,6482121
1271438,1030753,6482121
3770507,3495997,6482121
3770507,2986756,6482121
2071697,2480398,6482121
2071697,4002355,6482121
637917,3950303,6482121
637917,2532450,6482121
4734077,3896850,6482121
4734077,2585903,6482121
5590622,3581541,6482121
5590622,2901212,6482121
2850093,2574273,6482121
2850093,3908480,6482121
6313257,1193128,6482121
6313257,5289625,6482121
2716161,1009253,6482121
2716161,5473500,6482121
6369853,2866516,6482121
6369853,3616237,6482121
3322317,3148239,6482121
3322317,3334514,6482121
2930283,1269535,6482121
2930283,5213218,6482121
4815331,4563735,6482121
4815331,1919018,6482121
4047818,5342227,6482121
4047818,1140526,6482121
1529561,6005442,6482121
1529561,477311,6482121
3398408,1460776,6482121
3398408,5021977,6482121
