x,y
2753497,9129718
2753497,6599455
15715956,2815865
15715956,12913308
3734950,14468815
3734950,1260358
11858385,10370994
11858385,5358179
1126755,10950436
1126755,4778737
15645941,10367830
15645941,5361343
5274455,9206449
5274455,6522724
14151994,3132084
14151994,12597089
6441595,13322434
6441595,2406739
13242815,15451554
13242815,277619
7565730,831757
7565730,14897416
8300413,15018716
8300413,710457
12476152,13219992
12476152,2509181
14857497,13976601
14857497,1752572
421605,2621686
421605,13107487
8366689,7368851
8366689,8360322
6008754,6031056
6008754,9698117
8827850,11450884
8827850,4278289
2953079,7991004
2953079,7738169
10460170,14762108
10460170,967065
15247255,8434161
15247255,7295012
9200335,14716411
9200335,1012762
5713504,8305506
5713504,7423667
6627738,5290701
6627738,10438472
9402041,10774808
9402041,4954365
13700565,11838072
13700565,3891101
5846090,264692
5846090,15464481
7741629,4860819
7741629,10868354
4673414,10186224
4673414,5542949
10729193,5281681
10729193,10447492
15359745,11705750
15359745,4023423
11034545,6701504
11034545,9027669
8403264,12197672
8403264,3531501
2890424,13262125
2890424,2467048
4900526,3591262
4900526,12137911
10062116,6650662
10062116,9078511
6117010,2248952
6117010,13480221
168534,7586810
168534,8142363
13219737,7457617
13219737,8271556
14558956,6550967
14558956,9178206
3150616,1604094
3150616,14125079
7597620,12500662
7597620,3228511
3297565,1693068
3297565,14036105
9024337,2292806
9024337,13436367
3033995,755437
3033995,14973736
2350562,5938658
2350562,9790515
11601485,8682608
11601485,7046565
14425799,15273584
14425799,455589
1204652,3786371
1204652,11942802
4491652,9752205
4491652,5976968
6141304,7675026
6141304,8054147
6286731,6965506
6286731,8763667
9473740,468578
9473740,15260595
9131448,634844
9131448,15094329
1251372,7057625
1251372,8671548
8008480,2071081
8008480,13658092
7640947,10326516
7640947,5402657
13419592,15185309
13419592,543864
12299161,12252147
12299161,3477026
5813951,10335397
5813951,5393776
14640494,7442242
14640494,8286931
14777993,8843841
14777993,6885332
12148214,4293124
12148214,11436049
15170682,13357814
15170682,2371359
439229,6056392
439229,9672781
5824680,6494493
5824680,9234680
15486866,800012
15486866,14929161
4534055,2753413
4534055,12975760
9377637,9532278
9377637,6196895
3071758,4517266
3071758,11211907
11009453,7400512
11009453,8328661
8985236,49885
8985236,15679288
8090772,10518940
8090772,5210233
10559551,2991269
10559551,12737904
2594430,10147629
2594430,5581544
12849320,4185115
12849320,11544058
5701192,9276623
5701192,6452550
3896779,12485862
3896779,3243311
3280668,12297540
3280668,3431633
87144,2863120
87144,12866053
14951854,14416955
14951854,1312218
5398620,2130846
5398620,13598327
13556310,7494452
13556310,8234721
11256402,10414300
11256402,5314873
11396388,1457554
11396388,14271619
741611,8548707
741611,7180466
6639632,4182264
6639632,11546909
2922352,13222693
2922352,2506480
1504084,15125092
1504084,604081
266998,4946701
266998,10782472
5097848,9236364
5097848,6492809
3310556,14361942
3310556,1367231
15147685,5187653
15147685,10541520
12420645,8801999
12420645,6927174
1483380,12291090
1483380,3438083
852959,15063273
852959,665900
677521,1256565
677521,14472608
4021922,14344327
4021922,1384846
15130815,11196915
15130815,4532258
12955507,6253903
12955507,9475270
8159088,2599233
8159088,13129940
1994891,3569350
