x,y,Ordre
9153,2796,60012
23741,3105,30006
23741,56908,30006
44917,18193,20004
44917,41820,20004
48028,1104,10002
48028,58909,10002
55706,21800,30006
55706,38213,30006
13572,10084,60012
13572,49929,60012
51401,59262,15003
51401,751,15003
50711,58749,30006
50711,1264,30006
36307,35426,10002
36307,24587,10002
25972,55605,15003
25972,4408,15003
12789,55439,30006
12789,4574,30006
9569,15220,60012
9569,44793,60012
52171,450,10002
52171,59563,10002
18034,58552,10002
18034,1461,10002
37752,26754,15003
37752,33259,15003
4789,48636,15003
4789,11377,15003
59266,59782,60012
59266,231,60012
17672,43640,30006
17672,16373,30006
47444,36639,60012
47444,23374,60012
39663,55937,5001
39663,4076,5001
39095,7363,15003
39095,52650,15003
18119,51180,30006
18119,8833,30006
24518,45858,15003
24518,14155,15003
52677,28921,30006
52677,31092,30006
44715,7133,10002
44715,52880,10002
39420,38034,15003
39420,21979,15003
8936,17677,60012
8936,42336,60012
50294,3609,30006
50294,56404,30006
39064,34272,15003
39064,25741,15003
31114,39194,10002
31114,20819,10002
4472,46842,60012
4472,13171,60012
57880,37180,30006
57880,22833,30006
41326,14219,30006
41326,45794,30006
57482,23546,20004
57482,36467,20004
37367,58937,5001
37367,1076,5001
9816,50556,3334
9816,9457,3334
7823,47881,30006
7823,12132,30006
27760,58060,20004
27760,1953,20004
663,51538,6668
663,8475,6668
47928,53317,30006
47928,6696,30006
45853,48615,15003
45853,11398,15003
11029,54095,15003
11029,5918,15003
11745,17805,60012
11745,42208,60012
53014,48730,6668
53014,11283,6668
6481,23533,20004
6481,36480,20004
15201,44036,30006
15201,15977,30006
20003,40473,20004
20003,19540,20004
44510,10222,60012
44510,49791,60012
588,46116,20004
588,13897,20004
37675,39257,15003
37675,20756,15003
11047,36927,6668
11047,23086,6668
25648,54333,30006
25648,5680,30006
34151,57930,5001
34151,2083,5001
57307,6196,15003
57307,53817,15003
13067,15603,20004
13067,44410,20004
22881,27636,30006
22881,32377,30006
5875,2007,60012
5875,58006,60012
42213,25842,60012
42213,34171,60012
13979,13886,6668
13979,46127,6668
5245,36169,60012
5245,23844,60012
5149,13216,60012
5149,46797,60012
12721,56798,30006
12721,3215,30006
57058,18500,60012
57058,41513,60012
27144,6663,60012
27144,53350,60012
33079,3337,60012
33079,56676,60012
51498,11238,15003
51498,48775,15003
51766,28500,15003
51766,31513,15003
30145,4598,60012
30145,55415,60012
26559,12006,30006
26559,48007,30006
10266,38071,60012
10266,21942,60012
41060,12297,20004
41060,47716,20004
52477,29394,15003
52477,30619,15003
39157,15291,15003
39157,44722,15003
31049,29659,1667
31049,30354,1667
58710,19636,30006
58710,40377,30006
59292,41366,1667
59292,18647,1667
21237,48618,20004
21237,11395,20004
41759,5551,30006
41759,54462,30006
1394,56243,60012
1394,3770,60012
3027,31283,6668
3027,28730,6668
40585,59636,60012
40585,377,60012
3865,20176,60012
3865,39837,60012
7083,44480,60012
7083,15533,60012
10670,59171,60012
10670,842,60012
5897,17657,15003
5897,42356,15003
59105,14648,60012
59105,45365,60012
45325,10263,20004
45325,49750,20004
59497,7537,15003
59497,52476,15003
29289,19933,60012
29289,40080,60012
21592,25281,20004
21592,34732,20004
46719,24858,5001
46719,35155,5001
15158,44306,30006
15158,15707,30006
27231,283,15003
27231,59730,15003
26807,8318,15003
26807,51695,15003
16367,27342,60012
16367,32671,60012
53151,30643,6668
53151,29370,6668
55613,6262,5001
55613,53751,5001
36456,39904,30006
36456,20109,30006
37082,38153,20004
37082,21860,20004
19142,54509,15003
19142,5504,15003
6960,37838,15003
6960,22175,15003
41271,27033,36
41271,32980,36
55209,10691,20004
55209,49322,20004
26824,13252,5001
26824,46761,5001
23848,52555,10002
23848,7458,10002
58604,54356,20004
58604,5657,20004
35246,42436,15003
35246,17577,15003
18088,46119,60012
18088,13894,60012
56627,43579,5001
56627,16434,5001
4933,5122,60012
4933,54891,60012
44921,20395,20004
44921,39618,20004
46683,24098,5001
46683,35915,5001
30185,34281,60012
30185,25732,60012
19703,39375,60012
19703,20638,60012
57568,43180,10002
57568,16833,10002
20743,889,30006
20743,59124,30006
20308,50187,60012
20308,9826,60012
16188,10090,15003
16188,49923,15003
24585,17017,20004
24585,42996,20004
54245,1706,5001
54245,58307,5001
55549,3961,60012
55549,56052,60012
47328,50258,20004
47328,9755,20004
55126,31704,30006
55126,28309,30006
12245,29286,10002
12245,30727,10002
16470,3112,6668
16470,56901,6668
19461,39272,18
19461,20741,18
24144,31438,5001
24144,28575,5001
32077,27834,15003
32077,32179,15003
53515,32133,60012
53515,27880,60012
3166,32782,20004
3166,27231,20004
31482,41259,1667
31482,18754,1667
5148,58788,60012
5148,1225,60012
28047,12596,20004
28047,47417,20004
1749,58931,6668
1749,1082,6668
12952,40172,1667
12952,19841,1667
57220,6886,20004
57220,53127,20004
36980,25229,36
36980,34784,36
51641,56881,30006
51641,3132,30006
46840,53835,15003
46840,6178,15003
31095,58045,20004
31095,1968,20004
31500,47069,15003
31500,12944,15003
46640,28991,6668
46640,31022,6668
46445,29548,6668
46445,30465,6668
48885,6883,20004
48885,53130,20004
46200,56063,10002
46200,3950,10002
11466,36822,60012
11466,23191,60012
36253,552,60012
36253,59461,60012
6591,47677,20004
6591,12336,20004
2185,13531,6668
2185,46482,6668
428,44499,15003
428,15514,15003
23584,1831,60012
23584,58182,60012
22440,10330,30006
22440,49683,30006
30624,41355,15003
30624,18658,15003
22482,55526,30006
22482,4487,30006
47250,54987,60012
47250,5026,60012
27158,13213,60012
27158,46800,60012
13640,14410,15003
13640,45603,15003
3176,26898,15003
3176,33115,15003
18767,31786,30006
18767,28227,30006
2077,26106,20004
2077,33907,20004
2219,21445,60012
2219,38568,60012
2419,13625,60012
2419,46388,60012
50802,15942,30006
50802,44071,30006
33949,43609,60012
33949,16404,60012
18169,46558,15003
18169,13455,15003
5419,6540,60012
5419,53473,60012
5106,38145,10002
5106,21868,10002
18536,2607,5001
18536,57406,5001
52772,10624,15003
52772,49389,15003
40542,39240,60012
40542,20773,60012
15241,41307,30006
15241,18706,30006
26070,55523,20004
26070,4490,20004
10392,27076,30006
10392,32937,30006
31301,21522,20004
31301,38491,20004
38961,24358,60012
38961,35655,60012
51812,41022,20004
51812,18991,20004
25253,35034,60012
25253,24979,60012
53882,48707,60012
53882,11306,60012
9380,16868,15003
9380,43145,15003
47158,43639,60012
47158,16374,60012
2816,15183,30006
2816,44830,30006
19662,53529,30006
19662,6484,30006
19678,49163,15003
19678,10850,15003
2697,11711,60012
2697,48302,60012
30901,2094,10002
30901,57919,10002
40072,26283,60012
40072,33730,60012
15604,25136,15003
15604,34877,15003
59804,32859,30006
59804,27154,30006
4838,22480,3334
4838,37533,3334
26354,3708,60012
26354,56305,60012
15483,15150,30006
15483,44863,30006
7387,8077,1667
7387,51936,1667
457,7721,60012
457,52292,60012
14879,55471,30006
14879,4542,30006
30331,45727,20004
30331,14286,20004
33037,8365,60012
33037,51648,60012
39976,26372,1667
39976,33641,1667
34352,47202,15003
34352,12811,15003
42039,11671,15003
42039,48342,15003
10109,58393,60012
10109,1620,60012
57397,43454,30006
57397,16559,30006
41998,56304,6668
41998,3709,6668
6940,21518,60012
6940,38495,60012
1165,39388,20004
1165,20625,20004
34300,49757,30006
34300,10256,30006
23046,11970,60012
23046,48043,60012
59160,446,15003
59160,59567,15003
54109,9690,15003
54109,50323,15003
27850,32542,10002
27850,27471,10002
8700,27895,20004
8700,32118,20004
36983,533,60012
36983,59480,60012
19545,372,20004
19545,59641,20004
56762,55184,30006
56762,4829,30006
25405,54333,6668
25405,5680,6668
16871,11909,3334
16871,48104,3334
11953,45833,20004
11953,14180,20004
12279,6022,30006
12279,53991,30006
46668,42251,20004
46668,17762,20004
18199,53374,60012
18199,6639,60012
10642,18189,60012
10642,41824,60012
10572,46208,15003
10572,13805,15003
12828,59448,20004
12828,565,20004
50153,25076,60012
50153,34937,60012
58795,4146,10002
58795,55867,10002
21997,53943,60012
21997,6070,60012
48091,41332,60012
48091,18681,60012
49251,47676,60012
49251,12337,60012
3117,9825,30006
3117,50188,30006
12388,315,5001
12388,59698,5001
45985,59134,15003
45985,879,15003
33813,28918,30006
33813,31095,30006
23191,32057,20004
23191,27956,20004
15224,961,15003
15224,59052,15003
17313,17367,60012
17313,42646,60012
39178,57223,15003
39178,2790,15003
33860,11142,6668
33860,48871,6668
47682,16011,60012
47682,44002,60012
28292,42770,60012
28292,17243,60012
4610,7342,15003
4610,52671,15003
13128,38858,30006
13128,21155,30006
49790,52849,60012
49790,7164,60012
54185,7603,60012
54185,52410,60012
28714,40564,5001
28714,19449,5001
3484,44086,30006
3484,15927,30006
36551,34870,60012
36551,25143,60012
44538,7528,60012
44538,52485,60012
48269,38427,60012
48269,21586,60012
59128,43425,30006
59128,16588,30006
55284,56084,10002
55284,3929,10002
41279,15464,6668
41279,44549,6668
55790,16064,30006
55790,43949,30006
51534,29105,20004
51534,30908,20004
28112,37254,60012
28112,22759,60012
50608,53855,60012
50608,6158,60012
25594,5285,20004
25594,54728,20004
37569,10,60012
37569,60003,60012
43933,23917,30006
43933,36096,30006
4756,58322,15003
4756,1691,15003
29792,19547,60012
29792,40466,60012
31800,33714,6668
31800,26299,6668
43316,11668,3334
43316,48345,3334
14293,36959,30006
14293,23054,30006
47743,9690,1667
47743,50323,1667
9022,6900,60012
9022,53113,60012
19189,43925,15003
19189,16088,15003
47653,21380,30006
47653,38633,30006
45858,32116,60012
45858,27897,60012
9458,51960,60012
9458,8053,60012
21506,6340,10002
21506,53673,10002
15603,11008,3334
15603,49005,3334
46774,3182,60012
46774,56831,60012
15342,30913,60012
15342,29100,60012
35540,38874,30006
35540,21139,30006
32422,14552,30006
32422,45461,30006
26692,50131,5001
26692,9882,5001
13385,40484,60012
13385,19529,60012
22022,10225,5001
22022,49788,5001
17898,19506,60012
17898,40507,60012
51756,57097,15003
51756,2916,15003
21139,30393,30006
21139,29620,30006
45206,13682,20004
45206,46331,20004
54477,18163,60012
54477,41850,60012
48560,26012,6668
48560,34001,6668
36395,13597,20004
36395,46416,20004
5313,26455,1667
5313,33558,1667
32933,26531,60012
32933,33482,60012
37811,47773,15003
37811,12240,15003
966,25757,15003
966,34256,15003
12897,50884,30006
12897,9129,30006
45061,26561,10002
45061,33452,10002
56874,42086,15003
56874,17927,15003
24425,50293,30006
24425,9720,30006
10966,26337,15003
10966,33676,15003
51643,27664,20004
51643,32349,20004
26340,51419,60012
26340,8594,60012
4098,32901,3334
4098,27112,3334
36169,21879,60012
36169,38134,60012
46829,1754,30006
46829,58259,30006
20891,23670,1667
20891,36343,1667
25356,55826,15003
25356,4187,15003
6090,3745,10002
6090,56268,10002
28238,11750,5001
28238,48263,5001
42751,52916,60012
42751,7097,60012
33646,31064,60012
33646,28949,60012
35719,57051,60012
35719,2962,60012
52303,25449,60012
52303,34564,60012
56165,23282,30006
56165,36731,30006
49190,56290,3334
49190,3723,3334
44664,41987,60012
44664,18026,60012
8625,45343,20004
8625,14670,20004
45702,31555,60012
45702,28458,60012
30561,18975,6668
30561,41038,6668
35109,32628,1667
35109,27385,1667
52561,19024,20004
52561,40989,20004
1504,5957,20004
1504,54056,20004
52509,58404,3334
52509,1609,3334
6821,29384,6668
6821,30629,6668
43025,55263,60012
43025,4750,60012
36002,20305,60012
36002,39708,60012
58345,36427,60012
58345,23586,60012
59683,29947,5001
59683,30066,5001
34224,11051,6668
34224,48962,6668
31505,47107,60012
31505,12906,60012
42690,34565,30006
42690,25448,30006
46350,32116,30006
46350,27897,30006
6582,1203,3334
6582,58810,3334
27034,32219,15003
27034,27794,15003
32649,5510,10002
32649,54503,10002
26436,56851,5001
26436,3162,5001
19067,41093,15003
19067,18920,15003
20930,53498,30006
20930,6515,30006
12965,32282,30006
12965,27731,30006
42702,21427,60012
42702,38586,60012
31157,54892,60012
31157,5121,60012
58368,58297,5001
58368,1716,5001
27128,58555,15003
27128,1458,15003
16430,41046,5001
16430,18967,5001
27949,41310,10002
27949,18703,10002
9114,26955,30006
9114,33058,30006
56353,17237,15003
56353,42776,15003
36293,28339,15003
36293,31674,15003
56847,19322,30006
56847,40691,30006
12839,34528,15003
12839,25485,15003
17754,28661,60012
17754,31352,60012
48448,49344,60012
48448,10669,60012
54000,31862,20004
54000,28151,20004
14794,15409,60012
14794,44604,60012
4727,5765,60012
4727,54248,60012
21220,53081,15003
21220,6932,15003
52381,26348,60012
52381,33665,60012
33562,39671,60012
33562,20342,60012
9823,9742,10002
9823,50271,10002
51455,18252,20004
51455,41761,20004
57159,14804,60012
57159,45209,60012
28271,37519,30006
28271,22494,30006
3339,2588,60012
3339,57425,60012
5557,9988,30006
5557,50025,30006
24099,41577,60012
24099,18436,60012
36409,10649,60012
36409,49364,60012
14638,25773,60012
14638,34240,60012
33491,48603,10002
33491,11410,10002
38946,22662,15003
38946,37351,15003
16442,57923,20004
16442,2090,20004
14939,21971,15003
14939,38042,15003
23213,41528,60012
23213,18485,60012
55573,26441,30006
55573,33572,30006
24015,40828,15003
24015,19185,15003
9204,6114,20004
9204,53899,20004
20674,5593,60012
20674,54420,60012
59455,5804,60012
59455,54209,60012
32304,46731,6668
32304,13282,6668
41657,39039,6668
41657,20974,6668
13492,15029,30006
13492,44984,30006
57168,43120,60012
57168,16893,60012
4422,55074,10002
4422,4939,10002
24869,446,15003
24869,59567,15003
49466,45547,30006
49466,14466,30006
49968,56779,6668
49968,3234,6668
10523,57937,20004
10523,2076,20004
43359,59464,30006
43359,549,30006
40244,53880,60012
40244,6133,60012
39926,18821,15003
39926,41192,15003
45631,37312,30006
45631,22701,30006
53764,23392,30006
53764,36621,30006
15202,22651,15003
15202,37362,15003
4781,20544,15003
4781,39469,15003
57177,13859,30006
57177,46154,30006
9372,2093,30006
9372,57920,30006
17833,9133,6668
17833,50880,6668
1948,12840,30006
1948,47173,30006
46129,15715,60012
46129,44298,60012
25271,40298,20004
25271,19715,20004
58647,24173,6668
58647,35840,6668
5077,39595,15003
5077,20418,15003
23701,9180,60012
23701,50833,60012
44196,53322,60012
44196,6691,60012
20278,26716,15003
20278,33297,15003
18833,25996,10002
18833,34017,10002
46336,42757,20004
46336,17256,20004
24447,16325,60012
24447,43688,60012
41119,44007,60012
41119,16006,60012
5740,24109,30006
5740,35904,30006
41516,9196,30006
41516,50817,30006
32240,22017,30006
32240,37996,30006
4028,38681,10002
4028,21332,10002
20487,48245,60012
20487,11768,60012
20544,55084,10002
20544,4929,10002
53779,36313,20004
53779,23700,20004
28886,29711,60012
28886,30302,60012
40738,6608,60012
40738,53405,60012
37562,55187,15003
37562,4826,15003
52131,58449,3334
52131,1564,3334
14783,29960,1667
14783,30053,1667
2598,54571,60012
2598,5442,60012
31335,58310,15003
31335,1703,15003
7799,7486,20004
7799,52527,20004
21508,40529,15003
21508,19484,15003
57347,18055,3334
57347,41958,3334
19940,28417,60012
19940,31596,60012
43265,7143,60012
43265,52870,60012
12896,47619,15003
12896,12394,15003
6421,54775,15003
6421,5238,15003
59586,6788,30006
59586,53225,30006
31349,43967,15003
31349,16046,15003
38673,36591,30006
38673,23422,30006
14362,19109,20004
14362,40904,20004
26616,9049,60012
26616,50964,60012
1649,19443,20004
1649,40570,20004
2366,28344,15003
2366,31669,15003
37891,58302,5001
37891,1711,5001
53431,56434,20004
53431,3579,20004
35087,32884,60012
35087,27129,60012
39003,58071,30006
39003,1942,30006
46431,1840,60012
46431,58173,60012
36856,16920,1667
36856,43093,1667
1115,21956,15003
1115,38057,15003
16488,37498,30006
16488,22515,30006
33166,30420,60012
33166,29593,60012
5288,9259,60012
5288,50754,60012
28227,15646,60012
28227,44367,60012
59531,3428,30006
59531,56585,30006
41347,41262,30006
41347,18751,30006
27177,15596,60012
27177,44417,60012
21712,23254,60012
21712,36759,60012
30178,41156,6668
30178,18857,6668
10351,48584,3334
10351,11429,3334
17058,8652,5001
17058,51361,5001
32301,56779,60012
32301,3234,60012
56137,48247,10002
56137,11766,10002
23001,22117,1667
23001,37896,1667
7697,32901,30006
7697,27112,30006
34390,57357,10002
34390,2656,10002
57267,59798,20004
57267,215,20004
22981,27161,30006
22981,32852,30006
17323,22138,3334
17323,37875,3334
41010,52878,60012
41010,7135,60012
22940,21077,60012
22940,38936,60012
45197,20832,15003
45197,39181,15003
48523,554,15003
48523,59459,15003
27547,7554,30006
27547,52459,30006
56976,24715,60012
56976,35298,60012
51777,3182,60012
51777,56831,60012
28602,25890,60012
28602,34123,60012
56679,42879,60012
56679,17134,60012
6951,8234,10002
6951,51779,10002
44838,21083,15003
44838,38930,15003
30039,15282,60012
30039,44731,60012
2658,48936,20004
2658,11077,20004
28407,15719,60012
28407,44294,60012
46537,6929,6668
46537,53084,6668
50913,15429,3334
50913,44584,3334
37714,54312,15003
37714,5701,15003
17542,30070,60012
17542,29943,60012
52935,18939,20004
52935,41074,20004
45098,8235,30006
45098,51778,30006
851,44168,15003
851,15845,15003
51388,45684,60012
51388,14329,60012
11043,51205,60012
11043,8808,60012
56624,46349,60012
56624,13664,60012
41523,2716,60012
41523,57297,60012
20912,24527,60012
20912,35486,60012
2624,11466,60012
2624,48547,60012
28433,1669,20004
28433,58344,20004
58392,23419,3334
58392,36594,3334
26221,56342,6668
26221,3671,6668
22579,1103,60012
22579,58910,60012
132,59242,60012
132,771,60012
31163,9651,60012
31163,50362,60012
26495,23151,60012
26495,36862,60012
28144,45966,5001
28144,14047,5001
6422,11124,60012
6422,48889,60012
23436,9749,30006
23436,50264,30006
47242,15471,30006
47242,44542,30006
5249,30750,60012
5249,29263,60012
52215,5038,60012
52215,54975,60012
22575,9701,30006
22575,50312,30006
39549,23595,60012
39549,36418,60012
28078,9521,30006
28078,50492,30006
40485,33132,60012
40485,26881,60012
45586,46287,60012
45586,13726,60012
56124,17380,30006
56124,42633,30006
56028,55637,3334
56028,4376,3334
15698,50929,60012
15698,9084,60012
4326,54423,60012
4326,5590,60012
2355,5544,15003
2355,54469,15003
962,18677,3334
962,41336,3334
40995,59075,30006
40995,938,30006
30716,13228,60012
30716,46785,60012
7251,12973,10002
7251,47040,10002
9493,51841,60012
9493,8172,60012
25745,44811,10002
25745,15202,10002
21788,55606,30006
21788,4407,30006
15724,58316,15003
15724,1697,15003
51446,20700,3334
51446,39313,3334
31770,44442,15003
31770,15571,15003
46498,23024,60012
46498,36989,60012
50785,15243,30006
50785,44770,30006
14654,33269,60012
14654,26744,60012
50359,8151,5001
50359,51862,5001
23394,57150,60012
23394,2863,60012
24093,59495,20004
24093,518,20004
60004,12618,20004
60004,47395,20004
3171,12550,60012
3171,47463,60012
19097,2813,15003
19097,57200,15003
53124,7796,20004
53124,52217,20004
15645,17888,60012
15645,42125,60012
3441,43170,60012
3441,16843,60012
16297,29054,15003
16297,30959,15003
31890,35499,20004
31890,24514,20004
27685,21184,60012
27685,38829,60012
59,4190,6668
59,55823,6668
48898,48850,60012
48898,11163,60012
37077,10255,20004
37077,49758,20004
8506,38484,60012
8506,21529,60012
24195,53349,5001
24195,6664,5001
14950,31617,10002
14950,28396,10002
26216,26795,15003
26216,33218,15003
38368,56424,15003
38368,3589,15003
39451,11888,20004
39451,48125,20004
28587,21965,60012
28587,38048,60012
49037,4470,60012
49037,55543,60012
13819,5372,30006
13819,54641,30006
21877,20256,5001
21877,39757,5001
21317,30927,30006
21317,29086,30006
56967,10563,5001
56967,49450,5001
56002,24865,30006
56002,35148,30006
24544,35232,3334
24544,24781,3334
27869,46208,30006
27869,13805,30006
17517,36982,6668
17517,23031,6668
38352,57754,1667
38352,2259,1667
37516,54755,60012
37516,5258,60012
9820,49808,6668
9820,10205,6668
28424,53507,20004
28424,6506,20004
12605,50125,60012
12605,9888,60012
52136,39647,60012
52136,20366,60012
59260,38045,15003
59260,21968,15003
24651,44344,20004
24651,15669,20004
23417,35600,60012
23417,24413,60012
22468,35492,60012
22468,24521,60012
24617,21252,60012
24617,38761,60012
12833,6964,15003
12833,53049,15003
12753,2352,1667
12753,57661,1667
8294,9632,60012
8294,50381,60012
26854,33633,6668
26854,26380,6668
48570,14762,10002
48570,45251,10002
7465,6343,20004
7465,53670,20004
24970,48438,30006
24970,11575,30006
15736,18437,30006
15736,41576,30006
28580,11636,6668
28580,48377,6668
3739,4555,5001
3739,55458,5001
19268,55564,60012
19268,4449,60012
8664,17583,30006
8664,42430,30006
28956,49879,1667
28956,10134,1667
41117,19378,30006
41117,40635,30006
46310,41132,20004
46310,18881,20004
17499,42938,60012
17499,17075,60012
17616,49576,20004
17616,10437,20004
49728,44710,15003
49728,15303,15003
44724,52182,60012
44724,7831,60012
646,49582,5001
646,10431,5001
11030,3434,6668
11030,56579,6668
45087,34763,60012
45087,25250,60012
31220,44706,60012
31220,15307,60012
5929,39295,5001
5929,20718,5001
58991,34476,20004
58991,25537,20004
24285,13294,60012
24285,46719,60012
55654,14118,15003
55654,45895,15003
11230,29228,60012
11230,30785,60012
8734,30724,10002
8734,29289,10002
13207,54566,60012
13207,5447,60012
3115,58855,10002
3115,1158,10002
58306,2499,5001
58306,57514,5001
4154,27924,6668
4154,32089,6668
25240,1150,60012
25240,58863,60012
1690,33894,60012
1690,26119,60012
23873,25313,60012
23873,34700,60012
13098,20857,3334
13098,39156,3334
51178,41310,15003
51178,18703,15003
47372,19155,1667
47372,40858,1667
6492,49215,60012
6492,10798,60012
26461,26168,30006
26461,33845,30006
38160,4836,3334
38160,55177,3334
19666,16794,20004
19666,43219,20004
56519,56031,30006
56519,3982,30006
50676,37455,10002
50676,22558,10002
