x,y
28927069,22538989
28927069,32976448
11460903,48800054
11460903,6715383
45615786,46947335
45615786,8568102
23373113,34391196
23373113,21124241
53542246,22705211
53542246,32810226
31389897,36547129
31389897,18968308
39290013,37696866
39290013,17818571
10055589,25000504
10055589,30514933
17181966,28878874
17181966,26636563
26080087,27608330
26080087,27907107
10014532,2707596
10014532,52807841
35934504,47065383
35934504,8450054
54454170,26529669
54454170,28985768
46360338,28013562
46360338,27501875
41326642,48924058
41326642,6591379
15599392,52292117
15599392,3223320
53207738,5540559
53207738,49974878
19705155,8038050
19705155,47477387
45563367,1938192
45563367,53577245
7865435,24331110
7865435,31184327
9595803,6595527
9595803,48919910
27454179,52378493
27454179,3136944
19838937,26444402
19838937,29071035
37417099,24513957
37417099,31001480
117073,41366848
117073,14148589
34853059,47389393
34853059,8126044
4701303,29032251
4701303,26483186
7376097,6834108
7376097,48681329
46990340,19670756
46990340,35844681
22519919,8460426
22519919,47055011
3892591,34341451
3892591,21173986
30715996,24721721
30715996,30793716
32123155,51665178
32123155,3850259
35897803,30803380
35897803,24712057
2292473,40890181
2292473,14625256
39790586,25235955
39790586,30279482
17077253,38867977
17077253,16647460
18129154,34627393
18129154,20888044
39751326,12133656
39751326,43381781
21945924,40726857
21945924,14788580
43497216,43436467
43497216,12078970
4981560,10307846
4981560,45207591
11788571,20036682
11788571,35478755
13223735,23081363
13223735,32434074
37635754,43989400
37635754,11526037
38111177,45683482
38111177,9831955
2752542,49086097
2752542,6429340
32711399,16688375
32711399,38827062
39987385,29734339
39987385,25781098
36287626,30337517
36287626,25177920
49665256,8131017
49665256,47384420
8110389,3596713
8110389,51918724
39615525,364205
39615525,55151232
10342540,42932682
10342540,12582755
48043489,9753421
48043489,45762016
39308122,43018031
39308122,12497406
41721332,24925769
41721332,30589668
3517758,42659075
3517758,12856362
36285232,41107835
36285232,14407602
12097775,27174615
12097775,28340822
45929115,16895033
45929115,38620404
53220121,20947457
53220121,34567980
14258495,14121300
14258495,41394137
48593663,7720758
48593663,47794679
