x,y
944432,1360157
944432,3946010
1000959,1749540
1000959,3556627
803627,2306614
803627,2999553
1557357,4904272
1557357,401895
3734166,2925517
3734166,2380650
4248248,2227556
4248248,3078611
5151708,991404
5151708,4314763
2059736,2824992
2059736,2481175
1967844,1509074
1967844,3797093
1647529,3665178
1647529,1640989
3994540,353843
3994540,4952324
3085075,1257914
3085075,4048253
3535941,4798335
3535941,507832
2467937,1711605
2467937,3594562
2439053,4840753
2439053,465414
4912509,3239521
4912509,2066646
1960152,1565703
1960152,3740464
2820230,5261226
2820230,44941
4111941,2187118
4111941,3119049
253242,1468753
253242,3837414
3587277,1272046
3587277,4034121
1014027,2518986
1014027,2787181
3703005,5174583
3703005,131584
1396736,1367819
1396736,3938348
3020470,5117289
3020470,188878
133254,2904210
133254,2401957
2104159,2335597
2104159,2970570
1347741,1452761
1347741,3853406
189608,4564350
189608,741817
2373103,4009522
2373103,1296645
3393050,559392
3393050,4746775
3628497,3037581
3628497,2268586
1878458,4251792
1878458,1054375
413111,1035223
413111,4270944
2801250,2760845
2801250,2545322
1065841,411230
1065841,4894937
5192385,388858
5192385,4917309
3502398,1650970
3502398,3655197
3529346,967093
3529346,4339074
2371087,4297058
2371087,1009109
4390778,4844087
4390778,462080
1915592,2941116
1915592,2365051
3987140,5017345
3987140,288822
4283619,3271311
4283619,2034856
1211768,2519459
1211768,2786708
416399,3509101
416399,1797066
3754171,2873417
3754171,2432750
475340,4128737
475340,1177430
312440,1847323
312440,3458844
1804144,1985582
1804144,3320585
4017110,5169559
4017110,136608
1432671,1549514
1432671,3756653
2824361,1593642
2824361,3712525
1504860,4511674
1504860,794493
2516209,4919885
2516209,386282
1607466,4035379
1607466,1270788
4981851,1946221
4981851,3359946
174764,2101748
174764,3204419
3320490,1777260
3320490,3528907
3647890,4658538
3647890,647629
10663,194204
10663,5111963
2694139,2704339
2694139,2601828
4341264,4579985
4341264,726182
187857,2463901
187857,2842266
1735054,3063387
1735054,2242780
3887452,959108
3887452,4347059
3248048,649928
3248048,4656239
3688430,1003581
3688430,4302586
5060706,2215751
5060706,3090416
1258587,4140833
1258587,1165334
4691530,5096232
4691530,209935
2920509,762231
2920509,4543936
1250743,723628
1250743,4582539
2834634,1668469
2834634,3637698
894275,3344183
894275,1961984
5255571,415201
5255571,4890966
1172788,664073
1172788,4642094
1174001,3712155
1174001,1594012
2252126,778324
2252126,4527843
5157734,3243556
5157734,2062611
5192618,434988
5192618,4871179
5221185,1714654
5221185,3591513
3832739,4165807
3832739,1140360
3745392,1203629
3745392,4102538
1670062,4196787
1670062,1109380
2790589,161430
2790589,5144737
3445040,8061
3445040,5298106
1481116,4238400
1481116,1067767
2466457,3345374
