x,y
1537470,72168638
1537470,27839255
60328791,71438067
60328791,28569826
36999817,93103951
36999817,6903942
447772,93956895
447772,6050998
98324556,15605643
98324556,84402250
42172205,34697260
42172205,65310633
28692403,65236334
28692403,34771559
76566366,74805749
76566366,25202144
93577859,19235882
93577859,80772011
94789858,94925905
94789858,5081988
86184893,86252421
86184893,13755472
43790164,1079598
43790164,98928295
69812672,65839821
69812672,34168072
1848676,16152644
1848676,83855249
53762369,51693206
53762369,48314687
97346322,48150043
97346322,51857850
16671812,36574520
16671812,63433373
30024545,79709043
30024545,20298850
91883482,42252563
91883482,57755330
31735079,12435264
31735079,87572629
89194908,2863691
89194908,97144202
42533600,22334694
42533600,77673199
22294151,68051117
22294151,31956776
82647697,22953653
82647697,77054240
90050602,15860696
90050602,84147197
78998870,57661367
78998870,42346526
15530636,26085753
15530636,73922140
66782041,19144178
66782041,80863715
55668804,19321215
55668804,80686678
31524488,61832939
31524488,38174954
23637474,6101517
23637474,93906376
86364797,80779675
86364797,19228218
25965332,87356321
25965332,12651572
98198790,11064399
98198790,88943494
58352282,48888330
58352282,51119563
11543686,37642003
11543686,62365890
17796395,85780287
17796395,14227606
31665913,85006382
31665913,15001511
22290061,11772243
22290061,88235650
7987730,67181594
7987730,32826299
34465029,84729811
34465029,15278082
39327770,92313678
39327770,7694215
68289940,84306883
68289940,15701010
62918979,77722166
62918979,22285727
52480773,11456383
52480773,88551510
10935040,36180447
10935040,63827446
50237568,30446665
50237568,69561228
54504214,56502364
54504214,43505529
58468851,63036450
58468851,36971443
83385935,64097015
83385935,35910878
16159688,81688240
16159688,18319653
32290227,53685821
32290227,46322072
18864200,21344578
18864200,78663315
88746730,78265152
88746730,21742741
39610286,1734095
39610286,98273798
10199667,59240212
10199667,40767681
38146994,74748695
38146994,25259198
10148295,82920091
10148295,17087802
80361667,36598307
80361667,63409586
22788070,18506420
22788070,81501473
25013342,92573213
25013342,7434680
92111582,45116228
92111582,54891665
29001087,35326652
29001087,64681241
50100963,26189107
50100963,73818786
68470312,26944279
68470312,73063614
78420426,12271544
78420426,87736349
53185811,59267098
53185811,40740795
72039410,24447201
72039410,75560692
7241751,55339558
7241751,44668335
89219447,41643005
89219447,58364888
86179898,17632824
86179898,82375069
92092707,2518404
92092707,97489489
98034485,74699704
