x,y
1186117,516573
1186117,721754
397591,104475
397591,1133852
370176,138734
370176,1099593
109853,204901
109853,1033426
179478,1211667
179478,26660
1160039,373435
1160039,864892
1099318,254119
1099318,984208
175716,752606
175716,485721
106762,569731
106762,668596
818870,142908
818870,1095419
926665,1200623
926665,37704
1205228,68680
1205228,1169647
670583,345765
670583,892562
1112377,630573
1112377,607754
715165,640688
715165,597639
761112,925234
761112,313093
300789,624506
300789,613821
1030364,539759
1030364,698568
428906,747544
428906,490783
693025,463904
693025,774423
805169,1104562
805169,133765
1138830,52298
1138830,1186029
163799,900135
163799,338192
574340,198817
574340,1039510
53481,284296
53481,954031
53159,978289
53159,260038
480951,121305
480951,1117022
997223,183027
997223,1055300
626596,765916
626596,472411
299356,908207
299356,330120
369614,1079746
369614,158581
1208463,272945
1208463,965382
804418,402657
804418,835670
408952,1145253
408952,93074
834911,213351
834911,1024976
755321,1223990
755321,14337
920862,434298
920862,804029
1002821,555386
1002821,682941
77704,896972
77704,341355
487652,1215721
487652,22606
45510,446613
45510,791714
587722,803484
587722,434843
30640,921507
30640,316820
404949,851436
404949,386891
1224577,264429
1224577,973898
1193108,1155199
1193108,83128
473778,501441
473778,736886
765364,1070484
765364,167843
418034,224437
418034,1013890
483862,1107856
483862,130471
305489,1019630
305489,218697
179555,743099
179555,495228
1016821,65676
1016821,1172651
821796,971569
821796,266758
1151309,140150
1151309,1098177
277251,1226244
277251,12083
589698,24594
589698,1213733
833619,1110339
833619,127988
538810,321374
538810,916953
856148,1111957
856148,126370
991969,88237
991969,1150090
768213,989311
768213,249016
648416,281245
648416,957082
608341,948986
608341,289341
1065992,18067
1065992,1220260
1017263,1175928
1017263,62399
784756,619951
784756,618376
985066,1175485
985066,62842
908903,502003
908903,736324
471383,862240
471383,376087
412867,521494
412867,716833
809226,837356
809226,400971
320735,521789
320735,716538
1169547,682961
1169547,555366
463989,964250
463989,274077
908589,706481
908589,531846
172177,135186
172177,1103141
180185,1182719
180185,55608
451023,300476
451023,937851
884185,1104755
884185,133572
22500,864445
22500,373882
463762,17639
463762,1220688
902955,617
902955,1237710
153775,44033
153775,1194294
1118857,16222
1118857,1222105
336295,863549
336295,374778
840423,344639
840423,893688
492371,544870
492371,693457
630222,773737
630222,464590
1000790,188686
1000790,1049641
574988,677939
574988,560388
1070525,347305
1070525,891022
693067,1043355
693067,194972
383013,1213639
383013,24688
1134055,953574
1134055,284753
381057,1093642
381057,144685
762277,865834
762277,372493
918298,699239
918298,539088
1214239,768984
1214239,469343
328682,1048461
328682,189866
680543,981865
680543,256462
922754,52939
922754,1185388
278735,826608
278735,411719
390714,1074203
390714,164124
712513,788814
712513,449513
782278,437167
782278,801160
618203,76146
618203,1162181
341004,1169948
341004,68379
1048516,1221604
1048516,16723
381395,471933
381395,766394
671125,982687
671125,255640
931087,179506
931087,1058821
360085,333004
360085,905323
227079,1155621
227079,82706
451916,1236379
451916,1948
