x,y
999164,4914594
999164,1925845
2914436,4118120
2914436,2722319
3734882,6381573
3734882,458866
2793943,1389634
2793943,5450805
449313,811583
449313,6028856
2568739,2416274
2568739,4424165
3401767,1670096
3401767,5170343
2804394,5922564
2804394,917875
822317,2229762
822317,4610677
6569106,2444888
6569106,4395551
3214981,3366747
3214981,3473692
1858326,3883191
1858326,2957248
2989176,4853756
2989176,1986683
1091121,1193846
1091121,5646593
5093329,4157790
5093329,2682649
854741,5826261
854741,1014178
5784743,1743876
5784743,5096563
98292,661246
98292,6179193
4962941,4585748
4962941,2254691
1611913,3575319
1611913,3265120
1380706,3242868
1380706,3597571
5997566,1205479
5997566,5634960
706449,5039147
706449,1801292
4681012,1122109
4681012,5718330
6127504,4056767
6127504,2783672
6135987,2643636
6135987,4196803
6649533,4377459
6649533,2462980
449810,4631017
449810,2209422
2755927,1285074
2755927,5555365
812336,3899062
812336,2941377
6072682,6319307
6072682,521132
702733,4880237
702733,1960202
6631266,5661375
6631266,1179064
4817085,6181037
4817085,659402
5664530,1520
5664530,6838919
2272882,1484521
2272882,5355918
4450079,6021160
4450079,819279
2098208,6044899
2098208,795540
2532065,6415591
2532065,424848
2871211,991610
2871211,5848829
2339510,8305
2339510,6832134
4803903,5600630
4803903,1239809
570868,4874258
570868,1966181
6107945,5100875
6107945,1739564
4761935,419325
4761935,6421114
5671426,6634453
5671426,205986
2468920,3902824
2468920,2937615
3054280,2696490
3054280,4143949
3313659,4724105
3313659,2116334
6458832,5078784
6458832,1761655
5593754,3686382
5593754,3154057
1227025,5207752
1227025,1632687
4391003,3898729
4391003,2941710
1911265,4835666
1911265,2004773
3681476,6440371
3681476,400068
3517764,2525053
3517764,4315386
541848,4277401
541848,2563038
2292665,4395898
2292665,2444541
5402993,1297261
5402993,5543178
544036,3872813
544036,2967626
5698643,6386278
5698643,454161
5029863,4508802
5029863,2331637
4012421,1664992
4012421,5175447
4527009,2303306
4527009,4537133
1060156,980636
1060156,5859803
1838500,5473392
1838500,1367047
1333067,1759157
1333067,5081282
2355735,2680517
2355735,4159922
5374343,2242693
5374343,4597746
5546402,2955937
5546402,3884502
5693175,2424426
5693175,4416013
4815413,419099
4815413,6421340
1357734,4979060
1357734,1861379
6674604,3164708
6674604,3675731
1126874,1330690
1126874,5509749
4851299,6518264
4851299,322175
4324244,1141825
4324244,5698614
2000375,4962741
2000375,1877698
4532645,5638199
4532645,1202240
